Phel_contig	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	GO_ID	GO_slim	CC_MF_BP
Phel_contig_1034	824.432341	0.442921631	0.15796154	2.803983995	0.005047541	0.0379638	GO:0000902	cell organization and biogenesis	P
Phel_contig_1034	824.432341	0.442921631	0.15796154	2.803983995	0.005047541	0.0379638	GO:0006468	protein metabolism	P
Phel_contig_1034	824.432341	0.442921631	0.15796154	2.803983995	0.005047541	0.0379638	GO:0006909	cell organization and biogenesis	P
Phel_contig_1034	824.432341	0.442921631	0.15796154	2.803983995	0.005047541	0.0379638	GO:0006909	transport	P
Phel_contig_1034	824.432341	0.442921631	0.15796154	2.803983995	0.005047541	0.0379638	GO:0007030	cell organization and biogenesis	P
Phel_contig_1034	824.432341	0.442921631	0.15796154	2.803983995	0.005047541	0.0379638	GO:0007049	cell cycle and proliferation	P
Phel_contig_1034	824.432341	0.442921631	0.15796154	2.803983995	0.005047541	0.0379638	GO:0008360	cell organization and biogenesis	P
Phel_contig_1034	824.432341	0.442921631	0.15796154	2.803983995	0.005047541	0.0379638	GO:0016055	signal transduction	P
Phel_contig_1034	824.432341	0.442921631	0.15796154	2.803983995	0.005047541	0.0379638	GO:0018105	protein metabolism	P
Phel_contig_1034	824.432341	0.442921631	0.15796154	2.803983995	0.005047541	0.0379638	GO:0032436	protein metabolism	P
Phel_contig_1034	824.432341	0.442921631	0.15796154	2.803983995	0.005047541	0.0379638	GO:0045104	cell organization and biogenesis	P
Phel_contig_1034	824.432341	0.442921631	0.15796154	2.803983995	0.005047541	0.0379638	GO:0051301	other biological processes	P
Phel_contig_15993	104.619571	0.474076584	0.175021225	2.708680526	0.006755135	0.045221593	GO:0000463	RNA metabolism	P
Phel_contig_15993	104.619571	0.474076584	0.175021225	2.708680526	0.006755135	0.045221593	GO:0051726	cell cycle and proliferation	P
Phel_contig_6695	634.5589	0.4881308	0.1706757	2.85999	0.004236548	0.03417816	GO:0005975	other metabolic processes	P
Phel_contig_6695	634.5589	0.4881308	0.1706757	2.85999	0.004236548	0.03417816	GO:0006464	protein metabolism	P
Phel_contig_6695	634.5589	0.4881308	0.1706757	2.85999	0.004236548	0.03417816	GO:0015782	transport	P
Phel_contig_6638	1198.837	0.4986534	0.1613524	3.090461	0.001998459	0.02171901	GO:0006351	RNA metabolism	P
Phel_contig_6638	1198.837	0.4986534	0.1613524	3.090461	0.001998459	0.02171901	GO:0010626	cell cycle and proliferation	P
Phel_contig_6638	1198.837	0.4986534	0.1613524	3.090461	0.001998459	0.02171901	GO:0010626	developmental processes	P
Phel_contig_6638	1198.837	0.4986534	0.1613524	3.090461	0.001998459	0.02171901	GO:0031643	developmental processes	P
Phel_contig_6638	1198.837	0.4986534	0.1613524	3.090461	0.001998459	0.02171901	GO:0045893	RNA metabolism	P
Phel_contig_6638	1198.837	0.4986534	0.1613524	3.090461	0.001998459	0.02171901	GO:0045944	RNA metabolism	P
Phel_contig_6638	1198.837	0.4986534	0.1613524	3.090461	0.001998459	0.02171901	GO:0051865	protein metabolism	P
Phel_contig_12829	217.3794547	0.512674792	0.185730138	2.760320953	0.00577446	0.041268349	GO:0000187	protein metabolism	P
Phel_contig_12829	217.3794547	0.512674792	0.185730138	2.760320953	0.00577446	0.041268349	GO:0000187	signal transduction	P
Phel_contig_12829	217.3794547	0.512674792	0.185730138	2.760320953	0.00577446	0.041268349	GO:0006457	protein metabolism	P
Phel_contig_12829	217.3794547	0.512674792	0.185730138	2.760320953	0.00577446	0.041268349	GO:0006886	transport	P
Phel_contig_12829	217.3794547	0.512674792	0.185730138	2.760320953	0.00577446	0.041268349	GO:0009306	transport	P
Phel_contig_12829	217.3794547	0.512674792	0.185730138	2.760320953	0.00577446	0.041268349	GO:0010628	other metabolic processes	P
