Phel_contig	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	GO_ID	GO_slim	CC_MF_BP
Phel_contig_10	37616.6109416491	7.6492359741051	0.509773989411837	15.0051515632066	6.79355906592755e-51	5.06964755052231e-48	NA	NA	NA
Phel_contig_10001	219.063595860694	3.45803631264804	0.633148087015092	5.46165483804994	4.71716558598472e-08	4.95419014814089e-07	NA	NA	NA
Phel_contig_10010	6.27967953413074	3.47153296170771	0.740034895030492	4.69103955099938	2.7182041461723e-06	1.88053958105646e-05	NA	NA	NA
Phel_contig_10023	14.5753717751545	2.49287013923229	0.611586778365202	4.07606937791533	4.58033581538555e-05	0.000229368036006058	NA	NA	NA
Phel_contig_10028	5.4375061759737	5.7756194057576	1.48409816015431	3.89166940625886	9.95568390611624e-05	0.000455055829247796	NA	NA	NA
Phel_contig_10045	31.2733604784377	5.05430942411168	0.603857211697826	8.37004067551137	5.75983483086014e-17	2.61570393938946e-15	NA	NA	NA
Phel_contig_10051	14.109739888645	2.54471010905086	0.530213605688289	4.79940552590588	1.59137280906691e-06	1.16611981505166e-05	NA	NA	NA
Phel_contig_10056	201.845371021606	2.20630548323159	0.269128967895193	8.1979487399171	2.44523574503642e-16	1.0245129613991e-14	NA	NA	NA
Phel_contig_10058	652.671130987618	2.7132021245238	0.526614322480405	5.15216166500058	2.57500902859108e-07	2.296209026043e-06	GO:0000060	transport	P
Phel_contig_10058	652.671130987618	2.7132021245238	0.526614322480405	5.15216166500058	2.57500902859108e-07	2.296209026043e-06	GO:0002268	other biological processes	P
Phel_contig_10058	652.671130987618	2.7132021245238	0.526614322480405	5.15216166500058	2.57500902859108e-07	2.296209026043e-06	GO:0002315	developmental processes	P
Phel_contig_10058	652.671130987618	2.7132021245238	0.526614322480405	5.15216166500058	2.57500902859108e-07	2.296209026043e-06	GO:0002455	other biological processes	P
Phel_contig_10058	652.671130987618	2.7132021245238	0.526614322480405	5.15216166500058	2.57500902859108e-07	2.296209026043e-06	GO:0002467	other biological processes	P
Phel_contig_10058	652.671130987618	2.7132021245238	0.526614322480405	5.15216166500058	2.57500902859108e-07	2.296209026043e-06	GO:0003677	nucleic acid binding activity	F
Phel_contig_10058	652.671130987618	2.7132021245238	0.526614322480405	5.15216166500058	2.57500902859108e-07	2.296209026043e-06	GO:0003700	nucleic acid binding activity	F
Phel_contig_10058	652.671130987618	2.7132021245238	0.526614322480405	5.15216166500058	2.57500902859108e-07	2.296209026043e-06	GO:0003700	transcription regulatory activity	F
Phel_contig_10058	652.671130987618	2.7132021245238	0.526614322480405	5.15216166500058	2.57500902859108e-07	2.296209026043e-06	GO:0005634	nucleus	C
Phel_contig_10058	652.671130987618	2.7132021245238	0.526614322480405	5.15216166500058	2.57500902859108e-07	2.296209026043e-06	GO:0005654	nucleus	C
Phel_contig_10058	652.671130987618	2.7132021245238	0.526614322480405	5.15216166500058	2.57500902859108e-07	2.296209026043e-06	GO:0005737	other cellular component	C
