Phel_contig	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	GO_ID	GO_slim	CC_MF_BP
Phel_contig_1	289.910685571811	4.65144286092273	0.992657898376078	4.68584682450236	2.78804728905573e-06	4.18821877766089e-05	NA	NA	NA
Phel_contig_10	52790.4882655214	7.9165547950961	0.741809120992867	10.6719566679097	1.37695783405031e-26	5.4379856489668e-24	NA	NA	NA
Phel_contig_10001	273.859818609576	4.71956209053665	0.799081674592002	5.90623241728873	3.50020078363443e-09	1.09949417313271e-07	NA	NA	NA
Phel_contig_10002	157.961131116163	1.43173070860578	0.337675515076804	4.23996009387927	2.23559526845008e-05	0.000253213639877883	NA	NA	NA
Phel_contig_10005	64.9754727243084	-1.67405576002257	0.598646554989204	-2.79640089142877	0.00516752573669276	0.0229442345012943	NA	NA	NA
Phel_contig_10010	8.48289362002497	2.70571951849893	0.901949716808487	2.99985627588311	0.00270107026493472	0.0135625879343046	NA	NA	NA
Phel_contig_10012	444.544136916739	1.54894151832379	0.353931275459906	4.37639063208262	1.20660690620468e-05	0.000149318974541678	NA	NA	NA
Phel_contig_10023	18.6880138496638	4.34001075696491	0.791133402097963	5.48581408073009	4.1156958807597e-08	1.01038479955587e-06	NA	NA	NA
Phel_contig_10025	351.892174048575	-1.42909856575634	0.29159644343681	-4.90094648930804	9.53760342923524e-07	1.63768788634707e-05	GO:0070062	non-structural extracellular	C
Phel_contig_10031	310.994702490243	0.862426268537842	0.25815586969952	3.34071919240752	0.000835616914169338	0.00521423423657304	GO:0005737	other cellular component	C
Phel_contig_10031	310.994702490243	0.862426268537842	0.25815586969952	3.34071919240752	0.000835616914169338	0.00521423423657304	GO:0019005	other cellular component	C
Phel_contig_10031	310.994702490243	0.862426268537842	0.25815586969952	3.34071919240752	0.000835616914169338	0.00521423423657304	GO:0030162	protein metabolism	P
Phel_contig_10031	310.994702490243	0.862426268537842	0.25815586969952	3.34071919240752	0.000835616914169338	0.00521423423657304	GO:0031625	other molecular function	F
Phel_contig_10031	310.994702490243	0.862426268537842	0.25815586969952	3.34071919240752	0.000835616914169338	0.00521423423657304	GO:0042787	protein metabolism	P
Phel_contig_10031	310.994702490243	0.862426268537842	0.25815586969952	3.34071919240752	0.000835616914169338	0.00521423423657304	GO:0043161	protein metabolism	P
Phel_contig_10034	607.62370045555	-0.951726781714096	0.22295070699329	-4.26877669305951	1.96547912423894e-05	0.000226179502261449	GO:0000139	ER/Golgi	C
